,Batch_Num,Metric1,Thickness1,Thickness2,Metric2,Metric3,Metric4,Metric5,Metric6,Yield1,Width1,Length1,Metric7,Metric8,Metric9,Yield2,Width2,Length2,Metric10
503,504,2976.4,2534.91,2185.3334,1780.4149,1.7632,93.9844,0.1215,1.4711,0.9659,203.7687,69.8444,7.4074,411.3695,9.9673,0.9621,193.8013,64.0546,12.3686
504,505,3120.81,2349.27,2126.6555,1015.077,1.4381,102.4733,0.1255,1.5188,0.9797,196.0453,65.9556,10.5245,417.1791,9.7435,0.9803,186.3018,64.061,12.5031
505,506,2984.05,2600.07,2235.0556,1302.6607,1.6347,109.9856,0.12300000000000001,1.5634,0.9711,200.2441,68.1333,10.899000000000001,425.6396,9.7049,0.9744,190.5392,64.1605,12.4849
506,507,3071.29,2561.99,2219.1333,1167.9207,0.9002,97.9378,0.1203,1.4699,0.9662,197.3234,69.2,6.7303,419.1987,10.2754,0.9607,187.048,63.9211,12.5227
507,508,2965.67,2606.0,2155.6333,1070.0439,0.8024,101.4333,0.1241,1.4161,0.9728,198.3902,68.9222,11.6708,421.3578,9.4663,0.9748,188.9239,64.1179,12.5553
508,509,3003.82,2527.25,2163.5889,1448.3869,1.7014,104.8333,0.1256,1.524,0.9549,199.9288,67.5,6.5965,408.7776,10.832,0.9628,189.0968,64.1901,12.4998
509,510,2970.71,2506.32,2180.8333,1435.0747,1.5082,107.3322,0.1261,1.5299,0.9684,199.8652,68.5,10.5981,411.7174,9.7917,0.965,190.0736,64.061,12.5471
510,511,3060.07,2693.2,2219.1333,1167.9207,0.9002,97.9378,0.1203,1.4469,0.9563,204.2045,67.6111,7.1805,407.5651,10.5389,0.9641,193.6656,64.2442,12.5455
511,512,3108.24,2662.7,2183.3444,1111.4499,1.5548,97.5311,0.1236,1.5094,0.9752,199.6228,69.1,5.7127,398.4009,10.7989,0.9817,188.8239,64.1013,12.4892
512,513,3008.5,2526.16,2173.6444,1458.7176,0.8811,101.5667,0.1258,1.5032,0.9485,203.9961,71.3333,12.6669,420.8905,10.3544,0.9703,193.6417,63.8867,12.5553
513,514,3034.9,2598.02,2208.2334,1517.0152,1.0979999999999999,110.19,0.1247,1.4119,0.9569,200.2723,68.2222,8.7724,401.4416,10.3867,0.9656,189.8856,64.1163,12.5455
514,515,2884.65,2523.36,2208.2667,1656.221,0.9143,102.6267,0.1243,1.3761,0.9694,203.6089,67.2889,7.9538,413.6755,10.1611,0.9725,193.4479,64.061,12.5494
515,516,3028.5,2480.48,2234.5222,1590.2597,1.7889,93.1967,0.1188,1.4709999999999999,0.9578,200.1966,65.5778,6.8229,410.4215,9.8812,0.9654,190.3154,64.1107,12.5478
516,517,2941.25,2492.81,2219.1333,1167.9207,0.9002,97.9378,0.1203,1.5015,0.9656,199.6883,68.3889,7.8391,419.8217,9.7843,0.9716,189.90400000000002,64.1163,12.5227
517,518,2980.11,2516.33,2201.8222,1288.0857,1.6769,95.9789,0.1209,1.4805,0.9522,197.0832,69.3889,6.6693,403.9057,10.7928,0.9603,186.2904,64.1901,12.4998
518,519,3061.22,2384.19,2170.9667,1600.3858,1.043,104.9756,0.1249,1.4867,0.9616,199.8174,68.9111,11.3399,422.1476,10.708,0.9758,189.1094,64.056,12.5478
519,520,2933.27,2473.54,2183.3111,1588.509,1.6269,102.8467,0.1248,1.3973,0.9667,203.792,67.9222,7.9459,415.37,10.7402,0.9811,193.0517,63.9469,12.5065
520,521,2792.24,2533.76,2180.7,1159.3838,1.0177,98.9367,0.1222,1.546,0.9715,197.7082,67.7778,5.7074,397.1866,10.7671,0.9809,186.9412,64.154,12.508
521,522,2991.74,2575.39,2173.6444,1458.7176,0.8811,101.5667,0.1258,1.5514,0.9681,196.9584,71.4444,8.1367,413.7779,9.993,0.9733,186.9654,63.8901,12.5478
522,523,2960.22,2502.25,2183.3111,1588.509,1.6269,102.8467,0.1248,1.57,0.9457,198.4244,70.7778,11.9112,421.8221,10.3256,0.9693,188.0988,64.2704,12.5471
523,524,3078.79,2720.38,2167.2,1108.9456,1.4869,94.26,0.1249,1.5877,0.9683,195.8957,70.1889,6.4152,402.6028,10.4771,0.9811,185.4186,63.9335,12.4892
524,525,2953.55,2506.19,2146.1111,1792.7115,1.6513,100.7244,0.1248,1.4509999999999998,0.9658,202.9072,66.4111,9.6213,404.6424,10.7747,0.9718,192.1325,64.056,12.5351
525,526,2994.56,2505.35,2234.5222,1590.2597,1.7889,93.1967,0.1188,1.5755,0.9562,199.7065,70.6444,6.2768,413.9843,9.8333,0.9639,189.8732,63.8402,12.5478
526,527,2946.11,2491.9,2167.2,1108.9456,1.4869,94.26,0.1249,1.5602,0.9706,195.6162,66.0444,6.7015,407.2508,10.6564,0.9822,184.9599,63.6886,12.4996
527,528,2987.43,2508.22,2124.8444,1180.282,0.8465,100.7978,0.1257,1.5274,0.9694,200.9449,68.7,8.3687,418.5142,9.9029,0.9813,191.042,63.9733,12.5031
528,529,3100.96,2547.83,2167.2,1108.9456,1.4869,94.26,0.1249,1.5288,0.97,194.7008,65.6444,6.9270000000000005,407.7636,10.5586,0.9821,184.1422,74.8511,12.5031
529,530,3047.28,2186.06,2235.0556,1302.6607,1.6347,109.9856,0.12300000000000001,1.4619,0.9651,197.1621,69.0667,2.2935,817.003,9.9475,0.9790000000000001,187.2146,64.1358,12.5451
530,531,3076.81,2158.75,2208.2334,1517.0152,1.0979999999999999,110.19,0.1247,1.4357,0.9655,199.7795,69.6111,9.5309,412.8315,10.3272,0.9715,189.4522,64.3729,12.5031
531,532,2951.62,2511.92,2253.5111,1397.506,0.966,109.7611,0.121,1.5527,0.9572,199.7862,68.1111,11.6535,413.2373,10.5044,0.9737,189.2818,64.1163,12.4673
532,533,2930.42,2505.17,2235.0556,1302.6607,1.6347,109.9856,0.12300000000000001,1.4588,0.9702,198.3353,68.6,10.4761,420.1418,10.121,0.9802,188.2143,64.1605,12.5031
533,534,2997.28,2357.99,2141.0667,1236.5212,0.9698,98.3344,0.1238,1.5973,0.9708,197.6416,68.1778,9.3115,412.9151,9.4989,0.9744,188.1427,64.0841,12.5455
534,535,3025.1,2475.18,2235.0556,1302.6607,1.6347,109.9856,0.12300000000000001,1.5525,0.968,198.4894,69.2111,11.6119,415.9781,10.1357,0.9788,188.3537,64.1864,12.5059
535,536,2992.15,2538.05,2162.8445,1312.3198,0.8286,100.3633,0.1242,1.4509,0.9664,200.187,68.5889,7.7716,425.5928,10.1271,0.9807,190.0599,64.1013,12.4849
536,537,3055.87,2569.67,2235.0556,1302.6607,1.6347,109.9856,0.12300000000000001,1.4809999999999999,0.9678,196.7289,68.2778,11.1189,417.5475,9.9107,0.9787,186.8182,64.1605,12.5031
537,538,2971.23,2626.13,2183.3444,1111.4499,1.5548,97.5311,0.1236,1.3906,0.9579,195.4009,69.1667,6.2743,404.5037,10.5609,0.9758,184.84,64.2263,12.4998
539,540,3028.53,2480.42,2220.4778,1531.6979999999999,1.7751,107.6856,0.1249,1.5495,0.8775,272.0451,69.9333,9.0989,405.6441,102.8677,0.9768,169.1774,63.9571,12.5451
540,541,3072.67,2487.08,2202.2889,1518.2905,0.9257,94.8922,0.1213,1.5657,0.9531,197.2015,67.9667,6.9304,407.5162,9.8532,0.9629,187.3482,64.3081,12.6006
541,542,3048.78,2442.47,2183.3444,1111.4499,1.5548,97.5311,0.1236,1.4511,0.9669,197.7106,68.2222,5.1446,406.0384,10.7758,0.9762,186.9348,63.9238,12.4784
542,543,2962.79,2560.69,2155.6333,1070.0439,0.8024,101.4333,0.1241,1.5391,0.9524,200.4115,67.1222,10.562999999999999,417.6844,10.5185,0.9707,189.893,64.0841,12.481
543,544,3085.35,2503.86,2201.8222,1288.0857,1.6769,95.9789,0.1209,1.5166,0.9773,203.8928,67.1778,10.2454,413.8704,10.1975,0.9737,193.6953,64.2442,12.4655
544,545,3037.82,2436.39,2167.2,1108.9456,1.4869,94.26,0.1249,1.5308,0.9546,200.4794,67.7444,7.8402,409.8728,10.6887,0.9747,189.7908,64.0577,12.4706
545,546,3089.53,2695.57,2242.8555,1430.727,0.8832,106.21,0.1216,1.5219,0.9792,200.4165,70.1,8.2149,424.9716,9.7257,0.9814,190.6908,64.1605,12.5059
546,547,3106.03,2506.42,2216.4778,1242.235,0.8379,105.1111,0.1233,1.5168,0.9518,200.5661,68.0889,6.821000000000001,407.0275,9.6056,0.9614,190.9605,64.0756,12.4724
547,548,3050.22,2563.58,2242.8555,1430.727,0.8832,106.21,0.1216,1.6053,0.9694,200.851,69.7889,7.375,418.1633,9.7107,0.9738,191.1403,63.9733,12.4673
548,549,2929.6,2564.91,2216.4778,1242.235,0.8379,105.1111,0.1233,1.5190000000000001,0.966,199.3192,69.0444,7.2128,400.3552,10.6137,0.9802,188.7055,63.9335,12.4618
549,550,3058.6,2568.35,2228.4444,1364.0563,0.8795,106.2756,0.1216,1.5886,0.9714,201.2684,65.6556,7.095,409.8962,9.8139,0.9756,191.4545,63.9959,12.4618
550,551,2961.59,2585.06,2167.2,1108.9456,1.4869,94.26,0.1249,1.4863,0.9696,194.8339,67.6111,8.7108,418.4021,10.5934,0.9817,184.2405,64.1864,12.448
551,552,3158.88,2462.64,2216.4778,1242.235,0.8379,105.1111,0.1233,1.479,0.9689,199.9411,68.7667,6.6688,409.9817,9.629,0.9735,190.3121,64.2798,12.5031
552,553,2945.19,2456.56,2216.4778,1242.235,0.8379,105.1111,0.1233,1.5519999999999998,0.9768,200.5718,66.1444,8.1971,416.7517,9.8077,0.9794,190.7641,63.9469,12.4871
553,554,3071.43,2370.72,2216.4778,1242.235,0.8379,105.1111,0.1233,1.4103,0.9788,200.6603,69.0889,7.2552,425.6299,9.8026,0.981,190.8577,64.1459,12.4892
554,555,3026.87,2436.85,2163.8667,1106.0618,1.6273,100.8,0.1251,1.4862,0.9781,194.5337,66.5222,7.1662,415.7168,9.4058,0.9797,185.1278,64.1864,12.508
555,556,2983.83,2413.65,2235.0556,1302.6607,1.6347,109.9856,0.12300000000000001,1.5828,0.9681,197.1978,67.3,11.2427,411.4665,10.0197,0.9807,187.1781,74.8511,12.5451
556,557,2923.26,2548.34,2216.4778,1242.235,0.8379,105.1111,0.1233,1.587,0.9668,200.2693,65.2,10.4684,413.349,9.6348,0.9789,190.6345,63.9959,12.4849
557,558,2967.53,2545.77,2155.6333,1070.0439,0.8024,101.4333,0.1241,1.5267,0.9715,199.386,68.6,9.6348,419.3355,9.4583,0.9744,189.9278,64.154,12.5351
558,559,2996.16,2449.26,2180.7,1159.3838,1.0177,98.9367,0.1222,1.4616,0.9583,199.3767,66.0,8.4764,400.0975,10.725,0.9739,188.6517,64.2798,12.5227
559,560,3072.99,2471.62,2126.6555,1015.077,1.4381,102.4733,0.1255,1.5006,0.9698,197.3168,68.8,10.9411,406.7105,9.4798,0.9736,187.83700000000002,64.1163,12.5351
560,561,3017.28,2590.95,2124.8444,1180.282,0.8465,100.7978,0.1257,1.5211,0.9690000000000001,200.4979,68.6333,11.4927,416.3685,9.6928,0.9734,190.8051,64.0886,12.4892
561,562,3009.4,2436.38,2164.3,1031.4032,1.3626,102.1322,0.1242,1.574,0.9635,199.8059,70.9,7.0985,416.35900000000004,10.0227,0.9792,189.7833,64.5635,12.4824
562,563,2979.95,2518.44,2164.3,1031.4032,1.3626,102.1322,0.1242,1.4899,0.9676,199.7459,70.2222,9.27,426.9702,10.0094,0.9813,189.7365,64.5635,12.4824
563,564,2978.67,2559.32,2253.5111,1397.506,0.966,109.7611,0.121,1.5643,0.9678,200.1374,68.0,9.2329,405.9453,10.4757,0.9790000000000001,189.6617,63.9335,12.5218
564,565,3108.5,2321.45,2162.8445,1312.3198,0.8286,100.3633,0.1242,1.3701,0.9691,201.0986,68.5778,7.0014,409.2618,9.6192,0.9744,191.4793,64.0127,12.5031
565,566,3064.81,2538.43,2167.2,1108.9456,1.4869,94.26,0.1249,1.4866,0.9790000000000001,194.7933,65.9111,8.7773,397.0927,9.8098,0.9794,184.9834,64.4947,12.5094
566,567,3023.07,2484.55,2242.8555,1430.727,0.8832,106.21,0.1216,1.5613,0.9665,197.4289,69.0667,10.5239,418.3575,10.4001,0.9736,187.0288,64.1901,12.4231
567,568,3032.98,2403.47,2180.7,1159.3838,1.0177,98.9367,0.1222,1.4234,0.9762,204.1234,63.8444,16.365,429.5954,9.5397,0.973,194.5836,64.0577,12.508
568,569,2972.12,2571.21,2167.2,1108.9456,1.4869,94.26,0.1249,1.5607,0.9655,199.3313,72.3111,6.354,412.8214,10.087,0.9799,189.2443,64.3145,12.4996
569,570,3041.89,2458.12,2242.8555,1430.727,0.8832,106.21,0.1216,1.433,0.976,196.5961,66.7333,3.8595,403.9058,10.503,0.9801,186.0931,63.9733,12.4892
570,571,3006.39,2496.55,2220.4778,1531.6979999999999,1.7751,107.6856,0.1249,1.5624,0.9811,197.3294,67.4111,12.2403,408.2175,9.4949,0.9818,187.8345,64.1358,12.5218
571,572,2976.75,2508.1,2242.8555,1430.727,0.8832,106.21,0.1216,1.4413,0.975,196.88,67.3667,11.3892,409.5023,10.3778,0.9797,186.5023,63.6774,12.4996
572,573,3009.65,2515.97,2216.4778,1242.235,0.8379,105.1111,0.1233,1.5996,0.9559,200.4821,66.9333,7.5901,404.3479,10.6751,0.9754,189.80700000000002,64.2798,12.5351
573,574,3052.16,2576.19,2141.0667,1236.5212,0.9698,98.3344,0.1238,1.4922,0.963,197.0727,68.8556,8.2874,406.2886,10.3426,0.9695,186.7301,64.154,12.5227
574,575,3033.91,2607.33,2164.3,1031.4032,1.3626,102.1322,0.1242,1.5835,0.9524,200.9876,71.5444,5.112,402.95099999999996,10.0777,0.9746,190.9098,64.5635,12.58
575,576,2922.65,2560.92,2201.8222,1288.0857,1.6769,95.9789,0.1209,1.4838,0.9752,203.7049,69.7556,10.7967,405.6717,10.1225,0.972,193.5824,63.9469,12.508
576,577,2990.72,2425.46,2155.6333,1070.0439,0.8024,101.4333,0.1241,1.4756,0.9816,198.4986,65.3778,10.1323,414.9614,9.4603,0.9814,189.0383,64.1179,12.448
577,578,2973.53,2532.81,2228.4444,1364.0563,0.8795,106.2756,0.1216,1.5731,0.9652,200.3836,66.9444,10.1586,416.7089,10.4951,0.9729,189.8885,64.006,12.4706
578,579,2898.08,2573.36,2159.0556,1084.3779,0.8184,100.7056,0.1249,1.4981,0.9766,198.6898,68.1889,7.1735,404.3186,9.3949,0.9722,189.2949,64.0127,12.5094
579,580,3042.36,2493.85,2124.8444,1180.282,0.8465,100.7978,0.1257,1.3725,0.9685,200.9639,69.4222,7.4213,421.1456,9.9453,0.981,191.0187,63.9335,12.4849
580,581,2977.46,2497.09,2183.3444,1111.4499,1.5548,97.5311,0.1236,1.3976,0.9676,193.7936,69.9111,5.7989999999999995,405.4969,9.4392,0.9723,184.3543,64.2111,12.4998
581,582,2994.64,2666.04,2159.0556,1084.3779,0.8184,100.7056,0.1249,1.4268,0.9778,198.5237,66.5,6.0522,407.8684,9.4095,0.9727,189.1142,64.2798,12.5065
582,583,2984.68,2497.49,2179.0778,1820.0613,1.6746,99.33,0.1261,1.4794,0.932,200.2243,68.9,12.2192,410.2924,10.0009,0.9502,190.2234,64.2798,12.1227
583,584,2949.82,2497.56,2173.4556,1433.6732,1.0304,110.5422,0.1245,1.4031,0.9544,204.03,67.4222,7.3062,402.2922,10.6914,0.9632,193.3385,64.1107,12.5553
584,585,2968.78,2501.48,2171.8222,1010.0662,0.8599,103.6356,0.1237,1.5415,0.966,200.7314,70.8111,10.4629,416.0259,9.0416,0.9608,191.6899,64.5635,12.5592
585,586,3093.75,2440.82,2160.6,1124.5821,1.5257,98.7122,0.1246,1.5859,0.963,199.4305,71.4111,10.8755,423.2763,9.163,0.9787,190.2674,64.5635,12.4824
586,587,2973.88,2449.17,2159.0556,1084.3779,0.8184,100.7056,0.1249,1.5071,0.9687,197.8729,67.3778,8.6769,404.1517,9.3353,0.9725,188.5376,64.1605,12.4673
587,588,2984.3,2481.2,2238.4556,1256.5186,1.3404,103.2589,0.1222,1.4773,0.9746,197.1441,68.9556,8.9804,412.6388,9.3019,0.9768,187.8422,64.1179,12.4618
588,589,2931.26,2527.77,2242.8555,1430.727,0.8832,106.21,0.1216,1.547,0.968,195.0624,68.7444,5.9987,405.2985,9.4436,0.9728,185.6188,63.708,12.4673
589,590,2978.18,2484.78,2159.0556,1084.3779,0.8184,100.7056,0.1249,1.4661,0.9690000000000001,198.3914,66.2556,10.6617,413.9935,9.3065,0.9732,189.0849,64.0886,12.4673
590,591,2890.67,2574.32,2159.0556,1084.3779,0.8184,100.7056,0.1249,1.5157,0.9531,201.5834,68.4667,10.2639,410.0418,9.5372,0.9624,192.0462,64.1179,12.4759
591,592,2971.43,2568.93,2167.2,1108.9456,1.4869,94.26,0.1249,1.5055,0.951,198.2406,68.1667,4.986000000000001,404.3037,10.1487,0.9717,188.0919,63.6886,12.4706
592,593,3022.02,2323.34,2159.0556,1084.3779,0.8184,100.7056,0.1249,1.4527,0.9752,198.2131,68.0,12.5698,417.7679,9.6063,0.9794,188.6068,74.8511,12.5218
593,594,2941.23,2505.38,2160.6,1124.5821,1.5257,98.7122,0.1246,1.4713,0.9529,199.7558,70.2667,11.1116,416.9427,9.6635,0.9616,190.0923,64.5635,12.58
594,595,3042.7,2355.11,2242.8555,1430.727,0.8832,106.21,0.1216,1.4817,0.9771,197.4725,67.4778,5.3541,400.4759,10.6081,0.9848,186.8644,64.0159,12.499
595,596,3036.34,2468.91,2179.0778,1820.0613,1.6746,99.33,0.1261,1.5186,0.9658,197.2838,66.5778,7.3383,421.9003,10.2402,0.9702,187.0436,64.2442,12.4722
596,597,3045.38,2513.26,2124.8444,1180.282,0.8465,100.7978,0.1257,1.4309,0.9537,200.5263,67.5778,8.2795,421.7674,10.4038,0.9732,190.1225,64.0841,12.481
597,598,2907.52,2547.13,2159.0556,1084.3779,0.8184,100.7056,0.1249,1.4043,0.9641,198.5285,67.9444,11.5415,415.8879,9.3944,0.9576,189.1341,74.8511,12.5302
598,599,3033.29,2508.86,2124.8444,1180.282,0.8465,100.7978,0.1257,1.4708,0.9538,199.8783,70.6889,6.6656,413.3757,10.5538,0.9734,189.3245,64.1163,12.4998
599,600,2895.71,2573.59,2173.6444,1458.7176,0.8811,101.5667,0.1258,1.5477,0.9477,203.3511,70.7111,8.286,411.3554,12.4774,0.9596,190.8736,63.9238,12.5494
600,601,2960.54,2508.09,2164.3,1031.4032,1.3626,102.1322,0.1242,1.3698,0.9695,198.2963,68.5556,8.7521,402.1171,10.3059,0.9748,187.9905,64.0546,12.4673
601,602,3040.1,2369.95,2201.8222,1288.0857,1.6769,95.9789,0.1209,1.4542,0.9585,202.0761,69.5889,7.8831,417.1031,9.5423,0.9561,192.5337,63.9211,12.4469
602,603,2974.2,2449.16,2231.4889,1275.3021,1.6787,94.1256,0.1193,1.4868,0.9639,199.8698,68.2667,13.3652,408.6785,9.9121,0.9659,189.9577,64.1107,12.5553
603,604,3114.92,2574.48,2200.0666,1012.6747,1.3954,103.0644,0.1212,1.4207,0.9775,197.8585,71.9556,3.8788,418.7713,9.4828,0.9719,188.3758,64.2704,12.4871
604,605,2937.63,2499.72,2200.0666,1012.6747,1.3954,103.0644,0.1212,1.3946,0.9645,200.8398,71.6667,4.0524,411.7162,9.7651,0.9693,191.0747,64.1715,12.4618
605,606,2943.9,2436.65,2173.4556,1433.6732,1.0304,110.5422,0.1245,1.4454,0.9564,200.2648,67.9889,3.904,417.5085,10.4094,0.9588,189.8553,64.1016,12.4753
606,607,2985.38,2542.34,2200.0666,1012.6747,1.3954,103.0644,0.1212,1.4791,0.9614,197.9212,69.9111,11.4399,421.4733,9.5986,0.9798,188.3226,64.2704,12.4618
607,608,3032.07,2477.72,2172.4,1148.4101,1.2614,102.4522,0.1227,1.4444,0.9773,197.8998,67.8444,4.7449,421.7269,9.4879,0.9715,188.4119,63.8842,12.4922
608,609,3065.45,2698.14,2200.0666,1012.6747,1.3954,103.0644,0.1212,1.4522,0.9655,201.5791,67.0,4.9371,423.0952,9.6373,0.9706,191.9418,64.0756,12.4922
609,610,2966.94,2509.22,2113.0778,1016.675,0.9218,97.92,0.1265,1.4209,0.9548,197.3651,69.3111,10.690999999999999,409.6919,10.0094,0.9641,187.3557,64.061,12.5471
611,612,2967.54,2573.09,2160.6,1124.5821,1.5257,98.7122,0.1246,1.475,0.9551,201.264,68.6556,10.2465,412.7845,9.5841,0.9633,191.6799,64.3579,12.4231
612,613,2891.17,2480.11,2171.8556,940.9917,1.2906,103.4733,0.1234,1.5334,0.9766,200.269,65.6889,11.056,405.3603,9.3546,0.9713,190.9144,63.9959,12.4922
613,614,2992.61,2541.13,2171.8556,940.9917,1.2906,103.4733,0.1234,1.4373,0.9781,199.5909,66.1889,9.4845,403.5943,9.3086,0.9728,190.2823,64.059,12.4892
614,615,2924.96,2564.29,2171.8556,940.9917,1.2906,103.4733,0.1234,1.3949,0.9764,198.1286,67.5667,10.6073,407.9911,9.3269,0.9712,188.8016,64.1459,12.4922
615,616,2956.18,2435.99,2171.8556,940.9917,1.2906,103.4733,0.1234,1.4635,0.9782,199.3273,70.2778,7.4312,397.3341,9.6195,0.9813,189.7079,63.8842,12.4922
616,617,3020.4,2690.55,2171.8556,940.9917,1.2906,103.4733,0.1234,1.5227,0.9688,200.5035,67.5333,11.0309,414.3964,9.2883,0.9633,191.2152,64.0886,12.4784
617,618,3059.01,2641.11,2171.8556,940.9917,1.2906,103.4733,0.1234,1.4402,0.9773,200.0096,63.1889,8.8318,401.4761,9.3785,0.9721,190.6311,64.059,12.499
618,619,2993.11,2498.91,2171.8556,940.9917,1.2906,103.4733,0.1234,1.4701,0.9740000000000001,197.574,69.7667,7.2066,405.593,10.5074,0.9747,187.0666,63.9469,12.5218
619,620,2987.75,2574.53,2183.5,1099.0027,1.3593,104.4156,0.122,1.4469999999999998,0.9645,203.9315,68.0556,8.2945,409.0844,10.5935,0.9707,193.338,64.1358,12.4618
620,621,3004.71,2329.66,2217.8667,1275.0917,1.5487,105.2933,0.12300000000000001,1.4256,0.9659,198.0151,69.1333,8.2822,410.5357,10.4994,0.9602,187.5158,63.8842,12.4706
621,622,2931.4,2573.21,2171.8556,940.9917,1.2906,103.4733,0.1234,1.4002,0.9778,200.298,67.2556,10.3117,409.3168,9.3242,0.9733,190.9738,74.8511,12.4922
622,623,3108.56,2468.65,2201.0667,880.2317,1.4148,106.5478,0.1211,1.4385,0.9641,198.0647,67.3778,11.0782,428.3274,9.6674,0.9692,188.3973,63.7482,12.488
623,624,3071.8,2517.65,2200.0666,1012.6747,1.3954,103.0644,0.1212,1.3949,0.9665,201.0295,67.2667,9.1238,399.5597,9.6269,0.9733,191.4026,64.4947,12.5302
624,625,2989.44,2487.66,2201.0667,880.2317,1.4148,106.5478,0.1211,1.5301,0.9583,198.3662,69.8889,10.5812,412.0818,9.7374,0.9649,188.6288,64.0756,12.4876
625,626,2996.89,2492.4,2217.8667,1275.0917,1.5487,105.2933,0.12300000000000001,1.5455,0.9752,203.7805,66.6778,10.3926,414.5219,8.7181,0.9679,195.0624,64.0904,12.5018
626,627,2990.85,2485.99,2167.9444,861.8041,1.4140000000000001,106.6033,0.1243,1.4647,0.9662,204.1112,67.8111,11.0871,420.1573,9.5734,0.9719,194.5378,63.708,12.488
627,628,3059.43,2473.55,2214.9333,1663.7024,1.0203,100.4456,0.1247,1.4262,0.9769,201.5588,66.4444,9.932,411.5461,8.9606,0.9804,192.5982,64.006,12.499
628,629,3024.54,2420.25,2167.9444,861.8041,1.4140000000000001,106.6033,0.1243,1.4849,0.9771,197.6563,69.4778,9.602,423.7206,9.5974,0.9806,188.0589,64.0776,12.5602
629,630,3069.44,2459.5,2183.5,1099.0027,1.3593,104.4156,0.122,1.5549,0.9640000000000001,203.8706,67.6444,9.2649,404.2915,9.7467,0.9704,194.12400000000002,64.1179,12.5218
630,631,2989.37,2584.75,2167.9444,861.8041,1.4140000000000001,106.6033,0.1243,1.5097,0.9511,198.1011,68.8778,10.0816,424.5496,8.9458,0.9592,189.1553,64.006,12.58
631,632,3147.74,2281.35,2171.8556,940.9917,1.2906,103.4733,0.1234,1.4867,0.9758,197.7229,69.2222,10.1981,421.1547,9.5784,0.9801,188.1445,64.0886,12.4922
632,633,3031.65,2565.47,2184.8889,905.1501,1.3378,106.69,0.1226,1.4819,0.9564,199.4854,69.1222,7.8278,404.2026,10.3529,0.9646,189.1325,63.708,12.58
633,634,3007.85,2685.06,2217.8667,1275.0917,1.5487,105.2933,0.12300000000000001,1.4464,0.9636,197.9001,69.8,9.5794,414.4638,8.9822,0.9688,188.9179,64.1358,12.499
634,635,2990.76,2449.25,2172.9667,1058.2061,0.8433,104.7189,0.1232,1.3421,0.9682,198.6232,68.6778,10.7206,420.5469,10.1819,0.9813,188.4413,74.8511,12.508
635,636,3017.53,2524.09,2201.0667,880.2317,1.4148,106.5478,0.1211,1.3719999999999999,0.9675,198.0364,67.4778,10.1995,415.3266,8.9253,0.9716,189.1111,64.1013,12.4871
636,637,2980.53,2221.1,2167.9444,861.8041,1.4140000000000001,106.6033,0.1243,1.5782,0.9620000000000001,203.1553,69.4111,12.3114,415.6212,9.8182,0.9783,193.3371,64.0776,12.4965
637,638,2925.34,2521.85,2184.8889,905.1501,1.3378,106.69,0.1226,1.4872,0.9632,203.9564,67.9111,10.9891,416.8214,9.7173,0.9547,194.2392,63.9733,12.4333
638,639,3048.42,2691.96,2167.9444,861.8041,1.4140000000000001,106.6033,0.1243,1.4449,0.9472,198.1909,68.1889,8.7002,418.7121,9.6242,0.9558,188.5666,64.154,12.4965
639,640,2998.18,2615.96,2171.3222,966.5755,0.8066,107.17,0.1242,1.5516,0.9696,200.3871,69.0222,11.2628,418.6294,9.5532,0.9734,190.8339,64.0127,12.5602
640,641,3032.45,2455.32,2172.4,1148.4101,1.2614,102.4522,0.1227,1.4266,0.9754,203.8276,68.3333,12.125,412.2903,8.5184,0.9715,195.3092,64.1459,12.4871
641,642,2986.5,2497.13,2236.0667,1680.1825,1.4834,98.6889,0.1221,1.5456,0.9669,197.6831,68.7333,9.5598,410.603,10.5436,0.9708,187.1395,64.056,12.4849
642,643,2939.6,2541.12,2233.1556,1434.9983,1.5188,102.6611,0.1235,1.3575,0.9675,197.8719,66.2778,10.3628,406.8315,9.595,0.9606,188.27700000000002,64.1459,12.5302
643,644,3041.23,2487.83,2183.5,1099.0027,1.3593,104.4156,0.122,1.5283,0.9672,204.7282,66.7556,9.1652,426.3737,9.6397,0.9715,195.0885,64.0904,12.5906
644,645,3072.21,2610.62,2214.9333,1663.7024,1.0203,100.4456,0.1247,1.4403,0.9572,198.1072,64.1,8.8626,404.9777,10.5964,0.9732,187.5109,64.0447,12.3865
645,646,3017.87,2467.4,2217.8667,1275.0917,1.5487,105.2933,0.12300000000000001,1.4669999999999999,0.9748,203.1983,68.4111,9.5055,419.3469,9.703,0.9774,193.4953,64.0904,12.5018
646,647,3119.97,2373.03,2184.8889,905.1501,1.3378,106.69,0.1226,1.3984,0.9778,197.0908,68.5444,9.8886,405.6852,9.2833,0.972,187.8074,64.0072,12.4655
647,648,2743.24,2614.54,2171.3222,966.5755,0.8066,107.17,0.1242,1.5166,0.9674,197.9391,69.5222,10.6315,416.4355,8.816,0.9718,189.1232,63.9335,12.4706
648,649,3068.56,2363.52,2171.3222,966.5755,0.8066,107.17,0.1242,1.5316,0.9735,203.8259,66.9,11.7855,411.4437,8.5245,0.9665,195.3014,64.0886,12.5218
649,650,3022.04,2482.88,2214.9333,1663.7024,1.0203,100.4456,0.1247,1.4955,0.9577,198.0752,69.2667,10.5264,415.4112,10.5281,0.973,187.547,64.0546,12.4333
